figure_id,panel_id,series_id,scientific_classification,semantic_role,source_or_formula,grid_or_domain,uncertainty_owner,visual_primitive,disposition,validity_gate,evidence_anchor,evidence_quality,verdict
fig:r123_atlas_f19d,UGC03546,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,30 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC03546:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC03546,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.591525654141, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC03546:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC03546,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,30 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC03546:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC03546,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.60779407496, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC03546:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC03546,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,30 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC03546:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC03546,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",30 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC03546,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC03546,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.580536700857, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC03546:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC03546,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,30 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC03546:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101032922623, normalised max=0.692858196925, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101034189084, normalised max=0.692914911383, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101032965759, normalised max=0.692860267357, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101041532601, normalised max=0.69291792926, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",68 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101032088793, normalised max=0.692812219327, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f19d,UGC09133,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig19_d:UGC09133:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102513375819, normalised max=0.813074115255, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,115 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102515836497, normalised max=0.812526553602, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,115 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102512146941, normalised max=0.813354689431, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,115 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102559743853, normalised max=0.810839498707, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,115 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",115 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102511029173, normalised max=0.813644944109, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20a,UGC02953,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,115 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_a:UGC02953:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101034050411, normalised max=0.692908680482, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101035707258, normalised max=0.692973934556, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101032965759, normalised max=0.692860267357, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101041532601, normalised max=0.69291792926, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
